年份,縣市,鄉鎮市區,里別,實體街區真實消費產值(百萬元),台電低壓營業用電量指數,電信人潮與停留時長指數,店面空置與業態降級率(%),地表真實街景狀態
2006,花蓮縣,花蓮市,民族里,208.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2006,花蓮縣,花蓮市,民有里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民樂里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民權里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民治里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民生里,312.0,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民立里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民運里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主信里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主力里,1018.0,138.4,140.0,3.7,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2007,花蓮縣,花蓮市,主勤里,464.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主和里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主商里,1018.0,138.4,140.0,3.7,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2007,花蓮縣,花蓮市,主學里,464.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主安里,464.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主工里,1018.0,138.4,140.0,3.7,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2007,花蓮縣,花蓮市,主權里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主睦里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主義里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主計里,464.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,主農里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國光里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國威里,1018.0,138.4,140.0,3.7,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2007,花蓮縣,花蓮市,國安里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國富里,292.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國強里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國慶里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國治里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國盛里,292.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國福里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國聯里,292.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國興里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國華里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國裕里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國防里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國風里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,國魂里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民主里,324.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民享里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民勤里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民孝里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民德里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民心里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民意里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民政里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民族里,216.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2007,花蓮縣,花蓮市,民有里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民樂里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民權里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民治里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民生里,324.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民立里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2007,花蓮縣,花蓮市,民運里,162.0,98.0,42.0,7.4,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主信里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主力里,1046.0,141.6,145.0,3.8,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2008,花蓮縣,花蓮市,主勤里,476.0,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主和里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主商里,1046.0,141.6,145.0,3.8,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2008,花蓮縣,花蓮市,主學里,476.0,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主安里,476.0,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主工里,1046.0,141.6,145.0,3.8,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2008,花蓮縣,花蓮市,主權里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主睦里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主義里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主計里,476.0,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,主農里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國光里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國威里,1046.0,141.6,145.0,3.8,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2008,花蓮縣,花蓮市,國安里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國富里,295.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國強里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國慶里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國治里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國盛里,295.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國福里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國聯里,295.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國興里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國華里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國裕里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國防里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國風里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,國魂里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民主里,336.0,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民享里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民勤里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民孝里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民德里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民心里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民意里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民政里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民族里,224.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2008,花蓮縣,花蓮市,民有里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民樂里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民權里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民治里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民生里,336.0,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民立里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2008,花蓮縣,花蓮市,民運里,165.5,99.5,43.0,7.6,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主信里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主力里,1074.0,144.8,150.0,3.9,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2009,花蓮縣,花蓮市,主勤里,488.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主和里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主商里,1074.0,144.8,150.0,3.9,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2009,花蓮縣,花蓮市,主學里,488.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主安里,488.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主工里,1074.0,144.8,150.0,3.9,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2009,花蓮縣,花蓮市,主權里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主睦里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主義里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主計里,488.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,主農里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國光里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國威里,1074.0,144.8,150.0,3.9,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2009,花蓮縣,花蓮市,國安里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國富里,299.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國強里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國慶里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國治里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國盛里,299.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國福里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國聯里,299.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國興里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國華里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國裕里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國防里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國風里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,國魂里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民主里,348.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民享里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民勤里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民孝里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民德里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民心里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民意里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民政里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民族里,232.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2009,花蓮縣,花蓮市,民有里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民樂里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民權里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民治里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民生里,348.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民立里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2009,花蓮縣,花蓮市,民運里,169.0,101.0,44.0,7.8,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主信里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主力里,1102.0,148.0,155.0,4.0,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2010,花蓮縣,花蓮市,主勤里,500.0,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主和里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主商里,1102.0,148.0,155.0,4.0,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2010,花蓮縣,花蓮市,主學里,500.0,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主安里,500.0,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主工里,1102.0,148.0,155.0,4.0,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2010,花蓮縣,花蓮市,主權里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主睦里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主義里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主計里,500.0,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,主農里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國光里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國威里,1102.0,148.0,155.0,4.0,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2010,花蓮縣,花蓮市,國安里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國富里,302.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國強里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國慶里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國治里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國盛里,302.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國福里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國聯里,302.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國興里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國華里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國裕里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國防里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國風里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,國魂里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民主里,360.0,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民享里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民勤里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民孝里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民德里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民心里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民意里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民政里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民族里,240.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2010,花蓮縣,花蓮市,民有里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民樂里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民權里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民治里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民生里,360.0,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民立里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2010,花蓮縣,花蓮市,民運里,172.5,102.5,45.0,8.0,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主信里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主力里,1130.0,151.2,160.0,4.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2011,花蓮縣,花蓮市,主勤里,512.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主和里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主商里,1130.0,151.2,160.0,4.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2011,花蓮縣,花蓮市,主學里,512.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主安里,512.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主工里,1130.0,151.2,160.0,4.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2011,花蓮縣,花蓮市,主權里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主睦里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主義里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主計里,512.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,主農里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國光里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國威里,1130.0,151.2,160.0,4.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2011,花蓮縣,花蓮市,國安里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國富里,306.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國強里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國慶里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國治里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國盛里,306.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國福里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國聯里,306.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國興里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國華里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國裕里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國防里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國風里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,國魂里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民主里,372.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民享里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民勤里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民孝里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民德里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民心里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民意里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民政里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民族里,248.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2011,花蓮縣,花蓮市,民有里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民樂里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民權里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民治里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民生里,372.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民立里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2011,花蓮縣,花蓮市,民運里,176.0,104.0,46.0,8.2,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主信里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主力里,1158.0,154.4,165.0,4.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2012,花蓮縣,花蓮市,主勤里,524.0,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主和里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主商里,1158.0,154.4,165.0,4.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2012,花蓮縣,花蓮市,主學里,524.0,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主安里,524.0,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主工里,1158.0,154.4,165.0,4.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2012,花蓮縣,花蓮市,主權里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主睦里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主義里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主計里,524.0,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,主農里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國光里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國威里,1158.0,154.4,165.0,4.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2012,花蓮縣,花蓮市,國安里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國富里,309.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國強里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國慶里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國治里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國盛里,309.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國福里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國聯里,309.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國興里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國華里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國裕里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國防里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國風里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,國魂里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,民主里,384.0,105.5,47.0,8.4,花蓮市區一般住商混合區
2012,花蓮縣,花蓮市,民享里,179.5,105.5,47.0,8.4,花蓮市區一般住商混合區
