年份,縣市,鄉鎮市區,里別,實體獨立門牌數,實體街區真實消費產值(百萬元),台電低壓營業用電量指數,電信人潮與停留時長指數,店面空置與業態降級率(%),地表真實街景狀態,存續營利事業累積家數,該年新設家數,開立發票店家數,登記資本總額(元),登記資本總額(萬元),平均資本額(元),申報體系推估銷售額(千元)
2010,花蓮縣,花蓮市,國慶里,60,118.4,98.0,48.0,6.2,國慶里常民生活與社區商業,64,3,41,2533435745,253343.6,39584933,958374.9
2010,花蓮縣,花蓮市,國治里,66,111.0,98.5,48.6,7.4,國治里常民生活與社區商業,69,3,34,80237400,8023.7,1162860,693619.0
2010,花蓮縣,花蓮市,國盛里,101,187.1,101.4,52.1,10.2,國盛里常民生活與社區商業,114,7,62,337785000,33778.5,2963026,1235222.8
2010,花蓮縣,花蓮市,國福里,20,33.1,94.7,44.0,6.2,國福里常民生活與社區商業,21,1,10,13527000,1352.7,644142,205882.2
2010,花蓮縣,花蓮市,國聯里,182,377.4,108.2,60.2,9.4,國聯里常民生活與社區商業,218,11,135,1876809840,187681.0,8609219,2666044.8
2010,花蓮縣,花蓮市,國興里,81,126.4,99.8,50.1,6.6,國興里常民生活與社區商業,83,10,36,215451000,21545.1,2595795,782636.1
2010,花蓮縣,花蓮市,國華里,59,96.8,97.9,47.9,6.2,國華里常民生活與社區商業,61,5,29,149893000,14989.3,2457262,606291.4
2010,花蓮縣,花蓮市,國裕里,155,314.6,105.9,57.5,7.4,國裕里常民生活與社區商業,173,14,111,1170375410,117037.5,6765175,2138530.0
2010,花蓮縣,花蓮市,國防里,28,48.1,95.3,44.8,5.8,國防里常民生活與社區商業,31,6,15,25070000,2507.0,808709,307305.6
2010,花蓮縣,花蓮市,國風里,99,190.7,101.2,51.9,7.0,國風里常民生活與社區商業,104,7,65,211335000,21133.5,2032067,1224606.8
2010,花蓮縣,花蓮市,國魂里,66,124.8,98.5,48.6,7.0,國魂里常民生活與社區商業,69,4,42,838588300,83858.8,12153453,854287.1
2010,花蓮縣,花蓮市,民主里,61,223.6,102.5,58.0,5.0,民主里常民生活與社區商業,65,5,8,117320000,11732.0,1804923,356385.6
2010,花蓮縣,花蓮市,民享里,55,100.6,97.6,47.5,7.4,民享里常民生活與社區商業,56,2,33,188179000,18817.9,3360339,640354.3
2010,花蓮縣,花蓮市,民勤里,65,117.1,98.4,48.5,6.6,民勤里常民生活與社區商業,70,3,38,166518000,16651.8,2378828,754321.4
2010,花蓮縣,花蓮市,民孝里,63,131.1,98.2,48.3,6.2,民孝里常民生活與社區商業,108,4,47,616099500,61610.0,5704625,1047188.0
2010,花蓮縣,花蓮市,民德里,33,55.5,95.8,45.3,6.6,民德里常民生活與社區商業,33,0,17,111443000,11144.3,3377060,346815.4
2010,花蓮縣,花蓮市,民心里,129,333.7,103.8,54.9,6.2,民心里常民生活與社區商業,142,2,134,2279823500,227982.4,16055095,2396985.9
2010,花蓮縣,花蓮市,民意里,37,65.6,96.1,45.7,5.8,民意里常民生活與社區商業,38,1,21,317634000,31763.4,8358789,432310.7
2010,花蓮縣,花蓮市,民政里,60,108.0,98.0,48.0,5.8,民政里常民生活與社區商業,65,3,35,204581848,20458.2,3147413,700866.5
2010,花蓮縣,花蓮市,民族里,54,65.0,55.0,27.0,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,57,1,21,325081000,32508.1,5703175,505106.5
2010,花蓮縣,花蓮市,民有里,7,20.0,93.6,42.7,5.8,民有里常民生活與社區商業,7,0,1,1162000,116.2,166000,39193.0
2010,花蓮縣,花蓮市,民樂里,9,20.0,93.8,42.9,5.8,民樂里常民生活與社區商業,9,1,5,31394000,3139.4,3488222,99211.5
2010,花蓮縣,花蓮市,民權里,12,21.6,94.0,43.2,5.8,民權里常民生活與社區商業,12,1,7,25664000,2566.4,2138666,135153.1
2010,花蓮縣,花蓮市,民治里,1,20.0,93.1,42.1,5.8,民治里常民生活與社區商業,1,0,0,20000,2.0,20000,3801.6
2010,花蓮縣,花蓮市,民生里,152,484.8,102.5,58.0,5.0,民生里常民生活與社區商業,162,3,57,113401000,11340.1,700006,1337172.1
2010,花蓮縣,花蓮市,民立里,34,70.1,95.8,45.4,6.2,民立里常民生活與社區商業,39,1,25,113902000,11390.2,2920564,469812.2
2010,花蓮縣,花蓮市,民運里,88,130.2,100.3,50.8,7.0,民運里常民生活與社區商業,94,7,35,339096000,33909.6,3607404,821827.7
2011,花蓮縣,花蓮市,主信里,42,71.3,97.7,47.0,6.3,主信里常民生活與社區商業,47,1,21,97693000,9769.3,2078574,448915.4
2011,花蓮縣,花蓮市,主力里,137,1492.7,152.0,165.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,141,7,86,317565000,31756.5,2252234,1636205.2
2011,花蓮縣,花蓮市,主勤里,64,115.7,99.5,49.2,6.7,主勤里常民生活與社區商業,67,6,36,79016000,7901.6,1179343,710921.3
2011,花蓮縣,花蓮市,主和里,90,152.8,101.7,51.8,6.3,主和里常民生活與社區商業,93,5,45,181624000,18162.4,1952946,930429.9
2011,花蓮縣,花蓮市,主商里,70,849.8,152.0,165.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,72,6,33,1107927000,110792.7,15387875,774734.2
2011,花蓮縣,花蓮市,主學里,70,117.0,100.0,49.8,9.1,主學里常民生活與社區商業,72,5,34,145451000,14545.1,2020152,710236.1
2011,花蓮縣,花蓮市,主安里,60,103.6,99.2,48.8,7.9,主安里常民生活與社區商業,67,7,31,255598000,25559.8,3814895,662547.8
2011,花蓮縣,花蓮市,主工里,60,807.0,152.0,165.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,64,4,32,211695000,21169.5,3307734,660135.6
2011,花蓮縣,花蓮市,主權里,137,258.2,105.6,56.5,8.7,主權里常民生活與社區商業,150,10,83,309220000,30922.0,2061466,1632237.6
2011,花蓮縣,花蓮市,主睦里,60,94.8,99.2,48.8,6.7,主睦里常民生活與社區商業,64,1,26,136413000,13641.3,2131453,579113.0
2011,花蓮縣,花蓮市,主義里,19,26.1,95.8,44.7,5.9,主義里常民生活與社區商業,20,0,6,6398000,639.8,319900,151511.8
2011,花蓮縣,花蓮市,主計里,43,63.2,97.8,47.1,6.3,主計里常民生活與社區商業,47,5,16,152024000,15202.4,3234553,390761.9
2011,花蓮縣,花蓮市,主農里,93,160.5,102.0,52.1,6.7,主農里常民生活與社區商業,94,5,48,168900000,16890.0,1796808,970712.0
2011,花蓮縣,花蓮市,國光里,61,99.1,99.3,48.9,6.3,國光里常民生活與社區商業,63,5,28,62480000,6248.0,991746,594398.4
2011,花蓮縣,花蓮市,國威里,101,1104.9,152.0,165.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,107,8,52,476418000,47641.8,4452504,1094713.4
2011,花蓮縣,花蓮市,國安里,61,116.8,99.3,48.9,6.7,國安里常民生活與社區商業,72,5,38,200041000,20004.1,2778347,764603.3
2011,花蓮縣,花蓮市,國富里,201,347.4,111.0,62.9,7.1,國富里常民生活與社區商業,212,10,104,285844900,28584.5,1348325,2128467.6
2011,花蓮縣,花蓮市,國強里,36,82.4,97.2,46.4,6.7,國強里常民生活與社區商業,39,2,30,175136000,17513.6,4490666,537210.9
2011,花蓮縣,花蓮市,國慶里,64,129.9,99.5,49.2,6.3,國慶里常民生活與社區商業,68,4,44,2538838745,253883.9,37335863,1011507.1
2011,花蓮縣,花蓮市,國治里,70,124.1,100.0,49.8,7.5,國治里常民生活與社區商業,76,7,38,94438400,9443.8,1242610,771355.1
2011,花蓮縣,花蓮市,國盛里,107,200.2,103.1,53.5,10.3,國盛里常民生活與社區商業,120,6,64,368105000,36810.5,3067541,1285448.4
2011,花蓮縣,花蓮市,國福里,20,33.9,95.9,44.8,6.3,國福里常民生活與社區商業,21,0,10,13527000,1352.7,644142,205882.2
2011,花蓮縣,花蓮市,國聯里,191,403.0,110.1,61.9,9.5,國聯里常民生活與社區商業,227,9,140,1880861840,188086.2,8285734,2763068.9
2011,花蓮縣,花蓮市,國興里,89,139.6,101.6,51.7,6.7,國興里常民生活與社區商業,91,8,38,222091000,22209.1,2440560,838567.3
2011,花蓮縣,花蓮市,國華里,65,109.4,99.6,49.3,6.3,國華里常民生活與社區商業,67,6,32,152302000,15230.2,2273164,666784.2
2011,花蓮縣,花蓮市,國裕里,162,344.1,107.7,59.0,7.5,國裕里常民生活與社區商業,183,10,120,1240475410,124047.5,6778554,2294638.0
2011,花蓮縣,花蓮市,國防里,30,52.7,96.7,45.8,5.9,國防里常民生活與社區商業,33,2,16,25340000,2534.0,767878,327427.2
2011,花蓮縣,花蓮市,國風里,105,203.9,103.0,53.3,7.1,國風里常民生活與社區商業,113,9,67,222879000,22287.9,1972380,1284730.3
2011,花蓮縣,花蓮市,國魂里,74,139.8,100.4,50.2,7.1,國魂里常民生活與社區商業,77,8,45,839080300,83908.0,10897146,922226.4
2011,花蓮縣,花蓮市,民主里,66,238.2,104.0,59.2,5.0,民主里常民生活與社區商業,72,7,8,117712000,11771.2,1634888,383017.0
2011,花蓮縣,花蓮市,民享里,57,108.3,99.0,48.5,7.5,民享里常民生活與社區商業,58,2,35,188379000,18837.9,3247913,672970.3
2011,花蓮縣,花蓮市,民勤里,72,132.8,100.2,50.0,6.7,民勤里常民生活與社區商業,78,8,42,205579000,20557.9,2635628,837846.3
2011,花蓮縣,花蓮市,民孝里,67,139.4,99.8,49.5,6.3,民孝里常民生活與社區商業,113,5,48,616448500,61644.8,5455296,1078715.9
2011,花蓮縣,花蓮市,民德里,36,62.9,97.2,46.4,6.7,民德里常民生活與社區商業,36,3,19,121678000,12167.8,3379944,384034.2
2011,花蓮縣,花蓮市,民心里,134,353.2,105.4,56.2,6.3,民心里常民生活與社區商業,148,6,138,2349023500,234902.4,15871780,2475321.9
2011,花蓮縣,花蓮市,民意里,38,68.0,97.4,46.6,5.9,民意里常民生活與社區商業,39,1,21,317644000,31764.4,8144717,436111.5
2011,花蓮縣,花蓮市,民政里,60,110.7,99.2,48.8,5.9,民政里常民生活與社區商業,65,0,35,204581848,20458.2,3147413,700866.5
2011,花蓮縣,花蓮市,民族里,58,67.0,56.0,27.8,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,61,4,23,346136000,34613.6,5674360,546990.9
2011,花蓮縣,花蓮市,民有里,7,20.0,94.8,43.5,5.9,民有里常民生活與社區商業,7,0,1,1162000,116.2,166000,39193.0
2011,花蓮縣,花蓮市,民樂里,10,20.0,95.0,43.8,5.9,民樂里常民生活與社區商業,10,1,6,31494000,3149.4,3149400,115519.5
2011,花蓮縣,花蓮市,民權里,12,22.1,95.2,44.0,5.9,民權里常民生活與社區商業,12,0,7,25664000,2566.4,2138666,135153.1
2011,花蓮縣,花蓮市,民治里,1,20.0,94.3,42.9,5.9,民治里常民生活與社區商業,1,0,0,20000,2.0,20000,3801.6
2011,花蓮縣,花蓮市,民生里,158,512.2,104.0,59.2,5.0,民生里常民生活與社區商業,168,6,61,120107000,12010.7,714922,1410508.6
2011,花蓮縣,花蓮市,民立里,34,73.7,97.0,46.2,6.3,民立里常民生活與社區商業,40,1,26,114402000,11440.2,2860050,486152.2
2011,花蓮縣,花蓮市,民運里,90,136.8,101.7,51.8,7.1,民運里常民生活與社區商業,97,3,36,339794000,33979.4,3503030,845783.5
2012,花蓮縣,花蓮市,主信里,44,76.5,99.1,48.0,6.4,主信里常民生活與社區商業,49,2,22,102923000,10292.3,2100469,469433.8
2012,花蓮縣,花蓮市,主力里,146,1597.8,155.2,169.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,150,9,91,363083000,36308.3,2420553,1736546.6
2012,花蓮縣,花蓮市,主勤里,67,124.7,101.0,50.3,6.8,主勤里常民生活與社區商業,70,3,38,79156000,7915.6,1130800,747332.5
2012,花蓮縣,花蓮市,主和里,97,169.6,103.5,53.3,6.4,主和里常民生活與社區商業,100,7,49,188537000,18853.7,1885370,1007583.0
2012,花蓮縣,花蓮市,主商里,75,910.1,155.2,169.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,77,5,34,1108650000,110865.0,14398051,806292.0
2012,花蓮縣,花蓮市,主學里,75,125.9,101.7,51.1,9.2,主學里常民生活與社區商業,78,6,35,145860000,14586.0,1870000,745568.8
2012,花蓮縣,花蓮市,主安里,61,107.0,100.5,49.7,8.0,主安里常民生活與社區商業,68,1,31,255601000,25560.1,3758838,666348.1
2012,花蓮縣,花蓮市,主工里,64,871.4,155.2,169.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,69,5,34,214768000,21476.8,3112579,704381.4
2012,花蓮縣,花蓮市,主權里,148,282.7,107.7,58.4,8.8,主權里常民生活與社區商業,162,12,88,319461000,31946.1,1971981,1741156.9
2012,花蓮縣,花蓮市,主睦里,63,101.4,100.7,49.9,6.8,主睦里常民生活與社區商業,67,3,27,139428000,13942.8,2081014,603254.2
2012,花蓮縣,花蓮市,主義里,20,29.3,97.1,45.6,6.0,主義里常民生活與社區商業,21,1,7,6398000,639.8,304666,167811.8
2012,花蓮縣,花蓮市,主計里,46,70.9,99.2,48.2,6.4,主計里常民生活與社區商業,51,4,18,165039000,16503.9,3236058,432003.1
2012,花蓮縣,花蓮市,主農里,101,182.0,103.8,53.7,6.8,主農里常民生活與社區商業,103,9,54,171703000,17170.3,1667019,1080136.2
2012,花蓮縣,花蓮市,國光里,61,101.5,100.5,49.7,6.4,國光里常民生活與社區商業,63,0,28,62480000,6248.0,991746,594398.4
2012,花蓮縣,花蓮市,國威里,107,1191.7,155.2,169.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,113,6,56,478824000,47882.4,4237380,1167705.9
2012,花蓮縣,花蓮市,國安里,66,127.5,100.9,50.2,6.8,國安里常民生活與社區商業,77,5,40,201646000,20164.6,2618779,808731.7
2012,花蓮縣,花蓮市,國富里,211,369.6,113.0,64.7,7.2,國富里常民生活與社區商業,223,11,107,297179900,29718.0,1332645,2208674.4
2012,花蓮縣,花蓮市,國強里,40,89.5,98.7,47.6,6.8,國強里常民生活與社區商業,43,4,31,175539000,17553.9,4082302,564943.1
2012,花蓮縣,花蓮市,國慶里,67,137.4,101.0,50.3,6.4,國慶里常民生活與社區商業,71,3,45,2540088745,254008.9,35775897,1035507.1
2012,花蓮縣,花蓮市,國治里,75,136.8,101.7,51.1,7.6,國治里常民生活與社區商業,81,5,41,94551400,9455.1,1167301,827864.1
2012,花蓮縣,花蓮市,國盛里,112,214.7,104.7,54.8,10.4,國盛里常民生活與社區商業,127,7,67,372514000,37251.4,2933181,1349901.1
2012,花蓮縣,花蓮市,國福里,21,37.4,97.2,45.7,6.4,國福里常民生活與社區商業,22,1,11,14527000,1452.7,660318,222262.2
2012,花蓮縣,花蓮市,國聯里,201,437.5,112.2,63.7,9.6,國聯里常民生活與社區商業,239,12,149,1890892840,189089.3,7911685,2921971.4
2012,花蓮縣,花蓮市,國興里,96,152.4,103.4,53.2,6.8,國興里常民生活與社區商業,98,7,40,222149000,22214.9,2266826,890171.9
2012,花蓮縣,花蓮市,國華里,67,113.8,101.0,50.3,6.4,國華里常民生活與社區商業,69,2,32,152355000,15235.5,2208043,674388.4
2012,花蓮縣,花蓮市,國裕里,168,368.3,109.4,60.4,7.6,國裕里常民生活與社區商業,192,9,126,1245008410,124500.8,6484418,2404200.7
2012,花蓮縣,花蓮市,國防里,31,56.6,98.0,46.7,6.0,國防里常民生活與社區商業,34,1,17,26540000,2654.0,780588,343823.2
2012,花蓮縣,花蓮市,國風里,110,225.7,104.6,54.6,7.2,國風里常民生活與社區商業,122,9,74,248132000,24813.2,2033868,1408450.6
2012,花蓮縣,花蓮市,國魂里,79,152.8,102.0,51.5,7.2,國魂里常民生活與社區商業,83,6,48,839233300,83923.3,10111244,982538.7
2012,花蓮縣,花蓮市,民主里,68,248.8,105.5,60.4,5.0,民主里常民生活與社區商業,75,3,8,117730000,11773.0,1569733,394418.4
2012,花蓮縣,花蓮市,民享里,63,123.2,100.7,49.9,7.6,民享里常民生活與社區商業,64,6,39,190329000,19032.9,2973890,745926.3
2012,花蓮縣,花蓮市,民勤里,74,137.7,101.6,51.0,6.8,民勤里常民生活與社區商業,80,2,42,205587000,20558.7,2569837,845447.0
2012,花蓮縣,花蓮市,民孝里,68,145.5,101.1,50.4,6.4,民孝里常民生活與社區商業,118,5,49,624751500,62475.2,5294504,1110880.1
2012,花蓮縣,花蓮市,民德里,41,75.8,98.8,47.7,6.8,民德里常民生活與社區商業,41,5,23,134278000,13427.8,3275073,454042.2
2012,花蓮縣,花蓮市,民心里,139,375.1,107.0,57.5,6.4,民心里常民生活與社區商業,154,6,143,2361203500,236120.4,15332490,2561596.3
2012,花蓮縣,花蓮市,民意里,39,72.3,98.7,47.5,6.0,民意里常民生活與社區商業,41,2,22,319744000,31974.4,7798634,456379.5
2012,花蓮縣,花蓮市,民政里,67,121.0,101.0,50.3,6.0,民政里常民生活與社區商業,72,7,36,205681848,20568.2,2856692,740054.5
2012,花蓮縣,花蓮市,民族里,62,69.0,57.0,28.6,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,66,5,25,348339000,34833.9,5277863,591167.1
2012,花蓮縣,花蓮市,民有里,8,20.0,96.1,44.4,6.0,民有里常民生活與社區商業,8,1,2,1165000,116.5,145625,55493.2
2012,花蓮縣,花蓮市,民樂里,11,20.0,96.3,44.7,6.0,民樂里常民生活與社區商業,11,1,6,31497000,3149.7,2863363,119319.8
2012,花蓮縣,花蓮市,民權里,12,22.7,96.4,44.8,6.0,民權里常民生活與社區商業,12,0,7,25664000,2566.4,2138666,135153.1
2012,花蓮縣,花蓮市,民治里,1,20.0,95.5,43.7,6.0,民治里常民生活與社區商業,1,0,0,20000,2.0,20000,3801.6
2012,花蓮縣,花蓮市,民生里,161,530.0,105.5,60.4,5.0,民生里常民生活與社區商業,171,3,63,121310000,12131.0,709415,1447004.8
2012,花蓮縣,花蓮市,民立里,34,77.3,98.2,47.0,6.4,民立里常民生活與社區商業,41,1,27,114402000,11440.2,2790292,502452.2
2012,花蓮縣,花蓮市,民運里,93,142.7,103.2,52.9,7.2,民運里常民生活與社區商業,100,3,36,339954000,33995.4,3399540,857196.3
2013,花蓮縣,花蓮市,主信里,46,85.6,100.4,49.0,6.6,主信里常民生活與社區商業,52,3,25,109223000,10922.3,2100442,518837.8
2013,花蓮縣,花蓮市,主力里,153,1688.2,158.4,174.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,158,8,95,374743000,37474.3,2371791,1817879.4
2013,花蓮縣,花蓮市,主勤里,69,129.3,102.3,51.3,7.0,主勤里常民生活與社區商業,72,2,38,79506000,7950.6,1104250,754960.5
2013,花蓮縣,花蓮市,主和里,102,183.4,105.1,54.6,6.6,主和里常民生活與社區商業,108,8,52,197783500,19778.4,1831328,1076222.7
2013,花蓮縣,花蓮市,主商里,82,1000.5,158.4,174.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,84,7,38,1112803000,111280.3,13247654,883224.2
2013,花蓮縣,花蓮市,主學里,81,139.6,103.3,52.5,9.4,主學里常民生活與社區商業,84,6,38,146483000,14648.3,1743845,805918.6
2013,花蓮縣,花蓮市,主安里,70,128.3,102.4,51.4,8.2,主安里常民生活與社區商業,77,9,37,256657000,25665.7,3333207,775632.6
2013,花蓮縣,花蓮市,主工里,66,921.1,158.4,174.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,71,2,35,214918000,21491.8,3027014,724493.4
2013,花蓮縣,花蓮市,主權里,162,318.1,110.1,60.6,9.0,主權里常民生活與社區商業,178,16,97,326624000,32662.4,1834966,1915029.9
2013,花蓮縣,花蓮市,主睦里,66,108.2,102.1,51.0,7.0,主睦里常民生活與社區商業,70,3,28,139631000,13963.1,1994728,627170.5
2013,花蓮縣,花蓮市,主義里,20,30.0,98.3,46.4,6.2,主義里常民生活與社區商業,21,0,7,6398000,639.8,304666,167811.8
2013,花蓮縣,花蓮市,主計里,49,77.0,100.7,49.3,6.6,主計里常民生活與社區商業,55,4,19,165325000,16532.5,3005909,459726.0
2013,花蓮縣,花蓮市,主農里,105,193.4,105.3,54.9,7.0,主農里常民生活與社區商業,107,4,56,172073000,17207.3,1608158,1120365.8
2013,花蓮縣,花蓮市,國光里,61,103.9,101.7,50.5,6.6,國光里常民生活與社區商業,63,0,28,62480000,6248.0,991746,594398.4
2013,花蓮縣,花蓮市,國威里,118,1303.8,158.4,174.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,125,12,61,480862000,48086.2,3846896,1275969.0
2013,花蓮縣,花蓮市,國安里,68,135.9,102.3,51.2,7.0,國安里常民生活與社區商業,79,2,42,201926000,20192.6,2556025,841354.1
2013,花蓮縣,花蓮市,國富里,228,415.2,115.6,67.2,7.4,國富里常民生活與社區商業,245,22,119,324584900,32458.5,1324836,2444466.8
2013,花蓮縣,花蓮市,國強里,43,99.8,100.2,48.7,7.0,國強里常民生活與社區商業,46,3,34,176139000,17613.9,3829108,613891.1
2013,花蓮縣,花蓮市,國慶里,71,149.6,102.5,51.5,6.6,國慶里常民生活與社區商業,75,4,48,2544208745,254420.9,33922783,1088536.7
2013,花蓮縣,花蓮市,國治里,80,146.1,103.3,52.4,7.8,國治里常民生活與社區商業,89,8,42,95122400,9512.2,1068791,870809.8
2013,花蓮縣,花蓮市,國盛里,124,244.9,106.9,56.8,10.6,國盛里常民生活與社區商業,140,13,75,388889000,38888.9,2777778,1500611.1
2013,花蓮縣,花蓮市,國福里,21,38.3,98.3,46.5,6.6,國福里常民生活與社區商業,22,0,11,14527000,1452.7,660318,222262.2
2013,花蓮縣,花蓮市,國聯里,212,470.3,114.3,65.6,9.8,國聯里常民生活與社區商業,253,14,156,1895598840,189559.9,7492485,3063047.9
2013,花蓮縣,花蓮市,國興里,103,173.1,105.2,54.7,7.0,國興里常民生活與社區商業,106,8,46,223421800,22342.2,2107752,995673.7
2013,花蓮縣,花蓮市,國華里,72,126.3,102.6,51.6,6.6,國華里常民生活與社區商業,74,5,35,152656800,15265.7,2062929,730912.5
2013,花蓮縣,花蓮市,國裕里,185,413.9,112.0,62.9,7.8,國裕里常民生活與社區商業,210,18,138,1284064410,128406.4,6114592,2625725.2
2013,花蓮縣,花蓮市,國防里,31,58.0,99.2,47.5,6.2,國防里常民生活與社區商業,35,1,17,26543000,2654.3,758371,347623.4
2013,花蓮縣,花蓮市,國風里,118,252.8,106.4,56.2,7.4,國風里常民生活與社區商業,132,10,82,259476000,25947.6,1965727,1547358.1
2013,花蓮縣,花蓮市,國魂里,85,170.8,103.7,52.9,7.4,國魂里常民生活與社區商業,91,8,53,854734300,85473.4,9392684,1076678.7
2013,花蓮縣,花蓮市,民主里,73,272.0,107.0,61.6,5.0,民主里常民生活與社區商業,80,5,11,124130000,12413.0,1551625,451430.4
2013,花蓮縣,花蓮市,民享里,67,135.1,102.2,51.1,7.8,民享里常民生活與社區商業,68,4,42,197079000,19707.9,2898220,799166.3
2013,花蓮縣,花蓮市,民勤里,77,143.6,103.0,52.1,7.0,民勤里常民生活與社區商業,83,3,42,205897000,20589.7,2480686,856871.8
2013,花蓮縣,花蓮市,民孝里,74,163.3,102.8,51.8,6.6,民孝里常民生活與社區商業,125,7,54,625661500,62566.2,5005292,1200052.9
2013,花蓮縣,花蓮市,民德里,46,85.6,100.4,49.0,7.0,民德里常民生活與社區商業,46,5,25,134546000,13454.6,2924913,498063.7
2013,花蓮縣,花蓮市,民心里,141,395.0,108.3,58.5,6.6,民心里常民生活與社區商業,159,5,148,2397903500,239790.4,15081154,2646032.3
2013,花蓮縣,花蓮市,民意里,40,76.8,99.9,48.4,6.2,民意里常民生活與社區商業,42,1,23,319984000,31998.4,7618666,472698.7
2013,花蓮縣,花蓮市,民政里,70,128.3,102.4,51.4,6.2,民政里常民生活與社區商業,75,3,37,206786848,20678.7,2757157,764042.9
2013,花蓮縣,花蓮市,民族里,69,71.0,58.0,29.4,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,74,8,30,383916350,38391.6,5188058,686913.3
2013,花蓮縣,花蓮市,民有里,8,20.0,97.3,45.2,6.2,民有里常民生活與社區商業,8,0,2,1165000,116.5,145625,55493.2
2013,花蓮縣,花蓮市,民樂里,11,20.5,97.5,45.5,6.2,民樂里常民生活與社區商業,11,0,6,31497000,3149.7,2863363,119319.8
2013,花蓮縣,花蓮市,民權里,12,23.2,97.6,45.6,6.2,民權里常民生活與社區商業,12,0,7,25664000,2566.4,2138666,135153.1
2013,花蓮縣,花蓮市,民治里,1,20.0,96.7,44.5,6.2,民治里常民生活與社區商業,1,0,0,20000,2.0,20000,3801.6
2013,花蓮縣,花蓮市,民生里,168,555.8,107.0,61.6,5.0,民生里常民生活與社區商業,179,8,66,321363000,32136.3,1795324,1530909.0
2013,花蓮縣,花蓮市,民立里,35,81.8,99.5,47.9,6.6,民立里常民生活與社區商業,43,2,28,114702000,11470.2,2667488,522576.2
2013,花蓮縣,花蓮市,民運里,97,155.0,104.7,54.1,7.4,民運里常民生活與社區商業,104,4,39,350174000,35017.4,3367057,910713.9
2014,花蓮縣,花蓮市,主信里,46,89.5,101.6,49.8,6.7,主信里常民生活與社區商業,53,1,26,109723000,10972.3,2070245,535177.8
2014,花蓮縣,花蓮市,主力里,159,1775.0,161.6,178.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,165,7,99,381346000,38134.6,2311187,1895007.7
2014,花蓮縣,花蓮市,主勤里,70,133.2,103.6,52.2,7.1,主勤里常民生活與社區商業,73,1,38,79706000,7970.6,1091863,758776.5
2014,花蓮縣,花蓮市,主和里,108,204.3,106.8,56.0,6.7,主和里常民生活與社區商業,115,7,58,202236500,20223.6,1758578,1178178.9
2014,花蓮縣,花蓮市,主商里,88,1095.0,161.6,178.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,92,8,43,1113751000,111375.1,12105989,976200.1
2014,花蓮縣,花蓮市,主學里,87,153.7,105.0,53.9,9.5,主學里常民生活與社區商業,92,8,41,149563000,14956.3,1625684,874065.0
2014,花蓮縣,花蓮市,主安里,75,139.5,104.0,52.7,8.3,主安里常民生活與社區商業,82,5,39,257869000,25786.9,3144743,819729.5
2014,花蓮縣,花蓮市,主工里,71,989.1,161.6,178.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,76,5,37,215313000,21531.3,2833065,768525.0
2014,花蓮縣,花蓮市,主權里,173,348.4,112.2,62.5,9.1,主權里常民生活與社區商業,189,11,104,337084000,33708.4,1783513,2045166.7
2014,花蓮縣,花蓮市,主睦里,67,115.4,103.4,51.9,7.1,主睦里常民生活與社區商業,72,2,30,142831000,14283.1,1983763,660026.5
2014,花蓮縣,花蓮市,主義里,21,31.6,99.5,47.3,6.3,主義里常民生活與社區商業,22,1,7,6406000,640.6,291181,171612.5
2014,花蓮縣,花蓮市,主計里,54,88.9,102.3,50.6,6.7,主計里常民生活與社區商業,60,5,22,166031000,16603.1,2767183,516282.5
2014,花蓮縣,花蓮市,主農里,112,211.6,107.1,56.4,7.1,主農里常民生活與社區商業,114,7,60,173945900,17394.6,1525841,1197115.7
2014,花蓮縣,花蓮市,國光里,65,111.8,103.2,51.7,6.7,國光里常民生活與社區商業,67,4,29,63030000,6303.0,940746,622142.4
